Name,Course,Sector,Links
Can you solve the jail break riddle?,Stacie Bosley,Feb 2019,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_jail_break_riddle
Can you solve the killer robo-ants riddle?,Alexander Belcredi,Oct 2018,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_killer_robo_ants_riddle
Can you solve the logician's rave riddle?,Tyler Dewitt,Feb 2021,https://www.ted.com/talks/edwin_meyer_can_you_solve_the_logician_s_rave_riddle
Can you solve the monster duel riddle?,Achim Steiner,Dec 2020,https://www.ted.com/talks/alex_gendler_can_you_solve_the_monster_duel_riddle
Can you solve the multiplying rabbits riddle?,Julian Burschka,Jan 2019,https://www.ted.com/talks/alex_gendler_can_you_solve_the_multiplying_rabbits_riddle
Can you solve the multiverse rescue mission riddle?,Richard Bona,Aug 2019,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_multiverse_rescue_mission_riddle
Can you solve the passcode riddle?,Romaine Seguin,Jul 2016,https://www.ted.com/talks/ganesh_pai_can_you_solve_the_passcode_riddle
Can you solve the pirate riddle?,David Whyte,May 2017,https://www.ted.com/talks/alex_gendler_can_you_solve_the_pirate_riddle
Can you solve the prisoner boxes riddle?,Dan Bricklin,Oct 2016,https://www.ted.com/talks/yossi_elran_can_you_solve_the_prisoner_boxes_riddle
Can you solve the rebel supplies riddle?,Iseult Gillespie,Sep 2018,https://www.ted.com/talks/alex_gendler_can_you_solve_the_rebel_supplies_riddle
Can you solve the riddle and escape Hades?,Mandë Holford,Oct 2020,https://www.ted.com/talks/dan_finkel_can_you_solve_the_riddle_and_escape_hades
Can you solve the risky disk riddle?,TED,Oct 2021,https://www.ted.com/talks/james_tanton_can_you_solve_the_risky_disk_riddle
Can you solve the river crossing riddle?,Brittney Cooper,Nov 2016,https://www.ted.com/talks/lisa_winer_can_you_solve_the_river_crossing_riddle
Can you solve the rogue AI riddle?,Yue Xiu Lim,Aug 2018,https://www.ted.com/talks/dan_finkel_can_you_solve_the_rogue_ai_riddle
Can you solve the rogue submarine riddle? Difficulty level: Master,Hrishikesh Hirway,Sep 2021,https://www.ted.com/talks/alex_rosenthal_can_you_solve_the_rogue_submarine_riddle_difficulty_level_master
Can you solve the sea monster riddle?,Daina Ramey Berry,Apr 2020,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_sea_monster_riddle
Can you solve the secret sauce riddle?,Sarah Kessans,Sep 2019,https://www.ted.com/talks/alex_gendler_can_you_solve_the_secret_sauce_riddle
Can you solve the secret werewolf riddle?,Li Wei Tan,Nov 2018,https://www.ted.com/talks/dan_finkel_can_you_solve_the_secret_werewolf_riddle
Can you solve the sorting hat riddle?,TED-Ed,Sep 2020,https://www.ted.com/talks/dan_katz_and_alex_rosenthal_can_you_solve_the_sorting_hat_riddle
Can you solve the stolen rubies riddle?,Chieh Huang,Oct 2018,https://www.ted.com/talks/dennis_shasha_can_you_solve_the_stolen_rubies_riddle
Can you solve the three gods riddle?,Nina Fedoroff,Feb 2017,https://www.ted.com/talks/alex_gendler_can_you_solve_the_three_gods_riddle
Can you solve the time travel riddle?,Vikas Jaitely,Dec 2018,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_time_travel_riddle
Can you solve the time traveling car riddle?,Angeline Murimirwa,Jul 2023,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_time_traveling_car_riddle
Can you solve the troll's paradox riddle?,Kasha Patel,Dec 2018,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_troll_s_paradox_riddle
Can you solve the unstoppable blob riddle?,Why rivals are working together to transform shipping,Mar 2019,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_unstoppable_blob_riddle
Can you solve the vampire hunter riddle?,Jordana Moore Saggese,Jan 2019,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_vampire_hunter_riddle
Can you solve the virus riddle?,Susan Robinson,Apr 2017,https://www.ted.com/talks/lisa_winer_can_you_solve_the_virus_riddle
Can you solve the world's most evil wizard riddle?,Why rivals are working together to transform shipping,May 2020,https://www.ted.com/talks/dan_finkel_can_you_solve_the_world_s_most_evil_wizard_riddle
Can you spot the problem with these headlines? (Level 1),Mónica Ramírez,May 2019,https://www.ted.com/talks/jeff_leek_and_lucy_mcgowan_can_you_spot_the_problem_with_these_headlines_level_1
Can you steal the most powerful wand in the wizarding world?,Karlos Hill and Soraya Field Fiorio,Jan 2023,https://www.ted.com/talks/dan_finkel_can_you_steal_the_most_powerful_wand_in_the_wizarding_world
Can you survive nuclear fallout?,Julián Delgado Lopera,Jan 2019,https://www.ted.com/talks/brooke_buddemeier_and_jessica_s_wieder_can_you_survive_nuclear_fallout
Can you survive the creation of the universe by solving this riddle?,Alexandra Minna Stern and Natalie Lira,Feb 2022,https://www.ted.com/talks/james_tanton_can_you_survive_the_creation_of_the_universe_by_solving_this_riddle
Can you win a game of quantum foosball?,Su Santidad el Papa Francisco,Dec 2020,https://www.ted.com/talks/matteo_fadel_can_you_win_a_game_of_quantum_foosball
Can zoos actually save species from extinction?,Sonia Park,Apr 2023,https://www.ted.com/talks/nigel_rothfels_can_zoos_actually_save_species_from_extinction
Can't stick to a budget? Try these tweaks instead,Cara Greene Epstein,Jan 2021,https://www.ted.com/talks/wendy_de_la_rosa_can_t_stick_to_a_budget_try_these_tweaks_instead
Capitalism isn't an ideology — it's an operating system,Paola Antonelli,Feb 2018,https://www.ted.com/talks/bhu_srinivasan_capitalism_isn_t_an_ideology_it_s_an_operating_system
Cement's carbon problem — and 2 ways to fix it,Ermias Kebreab,Feb 2022,https://www.ted.com/talks/mahendra_singhi_cement_s_carbon_problem_and_2_ways_to_fix_it
Challenging the perception of belonging,Lindiwe Mazibuko,Jan 2019,https://www.ted.com/talks/kathy_vinokurov_challenging_the_perception_of_belonging
Cheryl Strayed,Natsai Audrey Chieza,Feb 2021,https://www.ted.com/talks/design_matters_with_debbie_millman_cheryl_strayed
Cities are driving climate change. Here's how they can fix it,Michael Green,Apr 2021,https://www.ted.com/talks/angel_hsu_cities_are_driving_climate_change_here_s_how_they_can_fix_it
Civilization on the Moon — and what it means for life on Earth,Thomas Crowther,Oct 2020,https://www.ted.com/talks/jessy_kate_schingler_civilization_on_the_moon_and_what_it_means_for_life_on_earth
Claws vs. nails,Arjan Dwarshuis,Oct 2019,https://www.ted.com/talks/matthew_borths_claws_vs_nails
Climate action is on the cusp of exponential growth,Michael Sheen,Aug 2023,https://www.ted.com/talks/simon_stiell_climate_action_is_on_the_cusp_of_exponential_growth
Climate action needs new frontline leadership,Resistance Revival Chorus,Feb 2022,https://www.ted.com/talks/ozawa_bineshi_albert_climate_action_needs_new_frontline_leadership
"Climate action should focus on communities, not just carbon",Tessa Clarke,Feb 2023,https://www.ted.com/talks/jade_begay_climate_action_should_focus_on_communities_not_just_carbon
Climate action's hidden opportunities for women,Noah Raford,Oct 2022,https://www.ted.com/talks/zineb_sqalli_climate_action_s_hidden_opportunities_for_women
Climate change is becoming a problem you can taste,Seena Mathew,Oct 2020,https://www.ted.com/talks/amanda_little_climate_change_is_becoming_a_problem_you_can_taste
Climate change is our reality. Here's how we're taking action,Brian A. Pavlac,Mar 2021,https://www.ted.com/talks/al_gore_gloria_kasang_bulus_nana_firman_ximena_loria_and_tim_guinee_climate_change_is_our_reality_here_s_how_we_re_taking_action
Climate change isn't a distant threat — it's our reality,Hyeonmi Kim,Mar 2022,https://www.ted.com/talks/selina_neirok_leem_climate_change_isn_t_a_distant_threat_it_s_our_reality
Climate change will displace millions. Here's how we prepare,Paul McEuen and Marc Miskin,Jan 2020,https://www.ted.com/talks/colette_pichon_battle_climate_change_will_displace_millions_here_s_how_we_prepare
Climate justice can't happen without racial justice,Kevin Toolis,Oct 2020,https://www.ted.com/talks/david_lammy_climate_justice_can_t_happen_without_racial_justice
"Clues to prehistoric times, found in blind cavefish",Amelia Laytham,Jun 2016,https://www.ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish
Comics belong in the classroom,Dan Knights,May 2018,https://www.ted.com/talks/gene_luen_yang_comics_belong_in_the_classroom
Community health heroes,Stephen Trzeciak,Apr 2018,https://www.ted.com/talks/raj_panjabi_community_health_heroes
Community investment is the missing piece of climate action,Vishaan Chakrabarti,Dec 2021,https://www.ted.com/talks/dawn_lippert_community_investment_is_the_missing_piece_of_climate_action
Community-powered criminal justice reform,Julie Cordua,Sep 2019,https://www.ted.com/talks/raj_jayadev_community_powered_criminal_justice_reform
Community-powered solutions to the climate crisis,Elaine Fong,Feb 2021,https://www.ted.com/talks/rahwa_ghirmatzion_and_zelalem_adefris_community_powered_solutions_to_the_climate_crisis
Como hablar con otros que piensan distinto,Jasmine Crowe,Nov 2019,https://www.ted.com/talks/guadalupe_nogues_como_hablar_con_otros_que_piensan_distinto
"Coneheads, egg stacks and anteater attacks: The reign of a termite queen",Dean R. Lomax,Aug 2022,https://www.ted.com/talks/barbara_thorne_coneheads_egg_stacks_and_anteater_attacks_the_reign_of_a_termite_queen
Confessions of a recovering micromanager,Gunjan Bhardwaj,Dec 2018,https://www.ted.com/talks/chieh_huang_confessions_of_a_recovering_micromanager
Could CBD help opioid users overcome addiction?,Erika Cheung,Oct 2020,https://www.ted.com/talks/yasmin_hurd_could_cbd_help_opioid_users_overcome_addiction
Could a DAO build the next great city?,Patricia Villarrubia-Gómez,Jul 2022,https://www.ted.com/talks/scott_fitsimones_could_a_dao_build_the_next_great_city
Could a breathalyzer detect cancer?,Alex Rosenthal,Jan 2020,https://www.ted.com/talks/julian_burschka_could_a_breathalyzer_detect_cancer
Could a drug prevent depression and PTSD?,Sō Percussion,Dec 2016,https://www.ted.com/talks/rebecca_brachman_could_a_drug_prevent_depression_and_ptsd
Could a tattoo help you stay healthy?,The Nature Conservancy,May 2019,https://www.ted.com/talks/carson_bruns_could_a_tattoo_help_you_stay_healthy
Could an orca give a TED Talk?,Anneliese Mehnert,Jul 2023,https://www.ted.com/talks/karen_bakker_could_an_orca_give_a_ted_talk
Could fish social networks help us save coral reefs?,Tomer Garzberg,Jan 2018,https://www.ted.com/talks/mike_gil_could_fish_social_networks_help_us_save_coral_reefs
Could fungi actually be the key to humanity's survival?,Thema Bryant,Feb 2023,https://www.ted.com/talks/david_andrew_quist_could_fungi_actually_be_the_key_to_humanity_s_survival
Could human civilization spread across the whole galaxy?,Sofia Jawed-Wessel,Sep 2016,https://www.ted.com/talks/roey_tzezana_could_human_civilization_spread_across_the_whole_galaxy
Could one vaccine protect against everything?,Vanessa Nakate and Mary Robinson,Nov 2022,https://www.ted.com/talks/ted_ed_could_one_vaccine_protect_against_everything
Could the Earth be swallowed by a black hole?,Keith Eggener,Sep 2018,https://www.ted.com/talks/fabio_pacucci_could_the_earth_be_swallowed_by_a_black_hole
Could we build a wooden skyscraper?,Christopher E. Gaw,Jul 2021,https://www.ted.com/talks/stefan_al_could_we_build_a_wooden_skyscraper
Could we harness the power of a black hole?,Seth Darling,Oct 2020,https://www.ted.com/talks/fabio_pacucci_could_we_harness_the_power_of_a_black_hole
Could we treat Alzheimer's with light and sound?,Let It Happen,Jan 2022,https://www.ted.com/talks/li_huei_tsai_could_we_treat_alzheimer_s_with_light_and_sound
Could we treat spinal cord injuries with asparagus?,Kemi DaSilva-Ibru,Nov 2020,https://www.ted.com/talks/andrew_pelling_could_we_treat_spinal_cord_injuries_with_asparagus
Could you recover from illness ... using your own stem cells?,Jenna C. Lester,Sep 2021,https://www.ted.com/talks/nabiha_saklayen_could_you_recover_from_illness_using_your_own_stem_cells
Could you survive the real Twilight Zone?,Rohan Pavuluri,May 2021,https://www.ted.com/talks/philip_renaud_and_kenneth_kostel_could_you_survive_the_real_twilight_zone
Countdown Global Launch 2020,Leor Weinberger,Oct 2020,https://www.ted.com/talks/ted_countdown_global_launch_2020
Countdown Global Livestream 2021,Farwiza Farhan,Oct 2021,https://www.ted.com/talks/ted_countdown_global_livestream_2021
Countdown Session 1: Urgency (Full session),"Miao Wang, Alok Sharma and Nigel Topping",Oct 2020,https://www.ted.com/talks/hosted_by_mark_ruffalo_and_don_cheadle_countdown_session_1_urgency_full_session
Countdown Session 2: Leadership (Full session),Kaeli Swift,Oct 2020,https://www.ted.com/talks/hosted_by_al_gore_and_jaden_smith_countdown_session_2_leadership_full_session
Countdown Session 3: Transformation (Full session),Aimée Eubanks Davis,Oct 2020,https://www.ted.com/talks/hosted_by_jane_fonda_and_xiye_bastida_countdown_session_3_transformation_full_session
Countdown Session 4: Transformation (Full session),Nisha Anand,Oct 2020,https://www.ted.com/talks/hosted_by_prajakta_koli_and_hannah_stocking_countdown_session_4_transformation_full_session
Countdown Session 5: Action (Full session),John Soluri,Oct 2020,https://www.ted.com/talks/hosted_by_chris_hemsworth_and_priyanka_chopra_jonas_countdown_session_5_action_full_session
Courage is contagious,Tim Kruger,Aug 2017,https://www.ted.com/talks/damon_davis_courage_is_contagious
Creative ways to get kids to thrive in school,Hannah Gadsby,Mar 2019,https://www.ted.com/talks/olympia_della_flora_creative_ways_to_get_kids_to_thrive_in_school
Creativity builds nations,Adrienne Mayor,Sep 2019,https://www.ted.com/talks/muthoni_drummer_queen_creativity_builds_nations
"Crisis support for the world, one text away",Sara Jones,Apr 2020,https://www.ted.com/talks/nancy_lublin_crisis_support_for_the_world_one_text_away
Cómo darle credibilidad a tu voz,LB Hannahs,Mar 2018,https://www.ted.com/talks/emma_rodero_como_darle_credibilidad_a_tu_voz
Cómo los niños pueden aprender historia,Jean-Baptiste P. Koehl,Mar 2019,https://www.ted.com/talks/fernando_salem_como_los_ninos_pueden_aprender_historia
Cómo un doctor de astronautas capacita al cuerpo para el espacio,Amber M. Yates,Mar 2019,https://www.ted.com/talks/victor_demaria_pesce_como_un_doctor_de_astronautas_capacita_al_cuerpo_para_el_espacio
Cómo usar el arte de la fotografía para restaurar la memoria,Matt Mullenweg,Nov 2018,https://www.ted.com/talks/alejandro_chaskielberg_como_usar_el_arte_de_la_fotografia_para_restaurar_la_memoria
Dangerous times call for dangerous women,Melody Smith,Jan 2020,https://www.ted.com/talks/pat_mitchell_dangerous_times_call_for_dangerous_women
Dare to refuse the origin myths that claim who you are,Beth Malone,Sep 2017,https://www.ted.com/talks/chetan_bhatt_dare_to_refuse_the_origin_myths_that_claim_who_you_are
Data-driven farming could transform agriculture,Ryan Martin,Jul 2018,https://www.ted.com/talks/ranveer_chandra_data_driven_farming_could_transform_agriculture
"Dear Facebook, this is how you're breaking democracy",Elyse Cox,Sep 2020,https://www.ted.com/talks/yael_eisenstat_dear_facebook_this_is_how_you_re_breaking_democracy
"Dear world leaders, these are our climate demands",Adrian K. Haugabrook,Nov 2021,https://www.ted.com/talks/xiye_bastida_shiv_soin_and_latif_nasser_dear_world_leaders_these_are_our_climate_demands
Debunking the myth of the Lost Cause: A lie embedded in American history,TED-Ed,Feb 2021,https://www.ted.com/talks/karen_l_cox_debunking_the_myth_of_the_lost_cause_a_lie_embedded_in_american_history
Decarbonizing fossil fuels,Trebor Scholz,Oct 2021,https://www.ted.com/talks/countdown_summit_decarbonizing_fossil_fuels
